model_name,dataset,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,model_layers,model.init.name,data,attack,model
ResNet18,mnist,FSQ,HSJ,0.9878333333333332,0.17,0.0666666666666666,67.35815181930448,,1.232219082,0.010950212,0,18,torch_example.ResNet18,0ac2c1be0a7a373214097886f29be2f9,0ac2c1be0a7a373214097886f29be2f9,0ac2c1be0a7a373214097886f29be2f9
ResNet152,mnist,Conf,FGM,0.0934285714285714,0.13,,26.466937832552624,153.288078155,3.287119974,0.028855992,9,152,torch_example.ResNet152,0acb564a7ee1d43c083f5407494ec3cd,0acb564a7ee1d43c083f5407494ec3cd,0acb564a7ee1d43c083f5407494ec3cd
ResNet101,mnist,Gauss-out,Deep,0.9765,0.16,,30.72949542672985,178.655187229,2.733530077,0.027847591,4,101,torch_example.ResNet101,0ad0f59c7bceab5bcec45209535982a1,0ad0f59c7bceab5bcec45209535982a1,0ad0f59c7bceab5bcec45209535982a1
ResNet34,mnist,FSQ,Pixel,,,,,207.004233931,3.184913152,,2,34,torch_example.ResNet34,0ad2e5ec1306b84a768196d8fad415eb,0ad2e5ec1306b84a768196d8fad415eb,0ad2e5ec1306b84a768196d8fad415eb
ResNet18,mnist,Gauss-out,PGD,0.98275,0.1,0.2929292929292929,17.338844592973352,,5.190657285,0.016799339,0,18,torch_example.ResNet18,0ad40348f8ba9da50ff10818c4b99c97,0ad40348f8ba9da50ff10818c4b99c97,0ad40348f8ba9da50ff10818c4b99c97
ResNet18,mnist,FSQ,PGD,0.8950833333333333,0.07,0.4666666666666667,82.13342515037762,,1.132303929,0.006789417,0,18,torch_example.ResNet18,0ad59bd40798441d09dc9ad792c9d188,0ad59bd40798441d09dc9ad792c9d188,0ad59bd40798441d09dc9ad792c9d188
ResNet18,mnist,FSQ,HSJ,0.8745833333333334,0.12,0.0666666666666666,67.80460353823484,150.26610012,1.297846981,0.017159515,0,18,torch_example.ResNet18,0ad6fb23e51f19216b435700b38722bf,0ad6fb23e51f19216b435700b38722bf,0ad6fb23e51f19216b435700b38722bf
ResNet18,mnist,Gauss-out,FGM,0.9905833333333334,0.05,0.494949494949495,46.59371394052703,,2.038901645,0.026602601,0,18,torch_example.ResNet18,0ad89fe881c644135f5ac57e30557081,0ad89fe881c644135f5ac57e30557081,0ad89fe881c644135f5ac57e30557081
ResNet18,mnist,Gauss-in,PGD,0.9643333333333334,0.1,0.0909090909090909,68.57201445072003,,1.312488786,0.025741025,0,18,torch_example.ResNet18,0ae06863955c470f31e769d6e4ac4d14,0ae06863955c470f31e769d6e4ac4d14,0ae06863955c470f31e769d6e4ac4d14
ResNet18,mnist,Control,PGD,0.9695,0.13,0.0,107.32306922967346,,0.810636526,0.009864251,0,18,torch_example.ResNet18,0ae0fe2f0759213be598b3ff6e20069d,0ae0fe2f0759213be598b3ff6e20069d,0ae0fe2f0759213be598b3ff6e20069d
ResNet152,mnist,FSQ,PGD,0.1218571428571428,0.13,,25.10669707044202,153.92169413,3.465210886,0.030211169,4,152,torch_example.ResNet152,0ae54e0578d1a6d6c508e9f6ef4f0498,0ae54e0578d1a6d6c508e9f6ef4f0498,0ae54e0578d1a6d6c508e9f6ef4f0498
ResNet18,mnist,FSQ,PGD,0.9836666666666668,0.06,0.2,74.86728779653579,,1.255555033,0.006118621,0,18,torch_example.ResNet18,0ae563acdee9fa43ece05be26278b962,0ae563acdee9fa43ece05be26278b962,0ae563acdee9fa43ece05be26278b962
ResNet101,mnist,Gauss-out,Pixel,0.1077857142857142,0.07,,19.520751581881893,,4.764160827,0.022716569,9,101,torch_example.ResNet101,0ae5ded2dba278a499d206a0e54443ec,0ae5ded2dba278a499d206a0e54443ec,0ae5ded2dba278a499d206a0e54443ec
ResNet50,mnist,Gauss-out,Deep,0.9504285714285714,0.09,,32.0396770008618,,2.840228383,0.01308137,4,50,torch_example.ResNet50,0ae6e3fdb69dc9322d01abf02d60e110,0ae6e3fdb69dc9322d01abf02d60e110,0ae6e3fdb69dc9322d01abf02d60e110
ResNet34,mnist,Gauss-in,HSJ,0.0,0.13,,106.10947098731732,,0.819907961,0.007612953,5,34,torch_example.ResNet34,0aeb46fe8e421c582b284eff55991b40,0aeb46fe8e421c582b284eff55991b40,0aeb46fe8e421c582b284eff55991b40
ResNet34,mnist,Control,FGM,0.9697142857142858,0.11,0.1194029850746268,15.644033587014508,356.793197485,5.689069862,0.009022221,0,34,torch_example.ResNet34,0aebb843d5a4412479fd96ffc05781a0,0aebb843d5a4412479fd96ffc05781a0,0aebb843d5a4412479fd96ffc05781a0
ResNet18,mnist,Conf,Deep,0.9695833333333334,0.08,0.2247191011235954,115.70037835633468,,0.795157296,0.013446583,0,18,torch_example.ResNet18,0aee4a1584c64a1009627dd2387a9249,0aee4a1584c64a1009627dd2387a9249,0aee4a1584c64a1009627dd2387a9249
ResNet18,mnist,Conf,FGM,0.9890833333333332,0.15,0.0,86.38542965211174,115.437505373,0.98396223,0.005965545,0,18,torch_example.ResNet18,0af013b15a292aa003d9ba9d44c1bae9,0af013b15a292aa003d9ba9d44c1bae9,0af013b15a292aa003d9ba9d44c1bae9
ResNet50,mnist,Control,HSJ,0.1288571428571428,0.09,0.2388059701492537,62.67621551437104,,1.451906425,0.012328605,6,50,torch_example.ResNet50,0af287e0e82f4f277c79d15290f0a303,0af287e0e82f4f277c79d15290f0a303,0af287e0e82f4f277c79d15290f0a303
ResNet34,mnist,Control,FGM,0.0,0.11,0.1194029850746268,22.2024752575728,,4.008562062,0.041611962,8,34,torch_example.ResNet34,0af50871fde9fdb5bdb81c2a7b0d1ba1,0af50871fde9fdb5bdb81c2a7b0d1ba1,0af50871fde9fdb5bdb81c2a7b0d1ba1
ResNet18,mnist,FSQ,Deep,0.96325,0.12,0.0666666666666666,55.93727601193096,,1.573190657,0.016919257,0,18,torch_example.ResNet18,0af81fea2dd13d54f4648b91bbf2b8a4,0af81fea2dd13d54f4648b91bbf2b8a4,0af81fea2dd13d54f4648b91bbf2b8a4
ResNet18,mnist,FSQ,Deep,0.0,0.08,,143.89460260902092,26.839206427,0.639356851,0.005436784,5,18,torch_example.ResNet18,0af8a1311db42172564d4adf7d8fb749,0af8a1311db42172564d4adf7d8fb749,0af8a1311db42172564d4adf7d8fb749
ResNet101,mnist,Control,PGD,0.1028571428571428,0.07,0.6194029850746269,26.098840293737865,,3.563376723,0.020178835,0,101,torch_example.ResNet101,0afb6151241904f0ed527a29268cce15,0afb6151241904f0ed527a29268cce15,0afb6151241904f0ed527a29268cce15
ResNet18,mnist,FSQ,Deep,0.102,0.05,0.0,49.3894838528075,,1.92348639,0.013663544,0,18,torch_example.ResNet18,0afde8053a0dca18dde960ea1a858e1f,0afde8053a0dca18dde960ea1a858e1f,0afde8053a0dca18dde960ea1a858e1f
ResNet18,mnist,Control,FGM,0.4695833333333333,0.07,0.0,44.31633985207775,248.693082546,2.098548759,0.0368865,0,18,torch_example.ResNet18,0aff4c60a17af1b6d6750b9afa8e0889,0aff4c60a17af1b6d6750b9afa8e0889,0aff4c60a17af1b6d6750b9afa8e0889
ResNet34,mnist,FSQ,Deep,0.0,0.09,,95.00156004567287,,0.957879007,0.008388733,4,34,torch_example.ResNet34,0b0219b79d7fb4306478f641b4329548,0b0219b79d7fb4306478f641b4329548,0b0219b79d7fb4306478f641b4329548
ResNet101,mnist,Gauss-in,Pixel,0.0935,0.07,,39.788984656107104,110.889571105,2.337330314,0.019894045,0,101,torch_example.ResNet101,0b031c63a2272974afb261c2670f14b3,0b031c63a2272974afb261c2670f14b3,0b031c63a2272974afb261c2670f14b3
ResNet34,mnist,Control,Pixel,,,0.1194029850746268,,,5.093747309,,6,34,torch_example.ResNet34,0b034bc38b526ffbe8cc48b7c88d6622,0b034bc38b526ffbe8cc48b7c88d6622,0b034bc38b526ffbe8cc48b7c88d6622
ResNet34,mnist,Control,Deep,0.0,0.12,0.1194029850746268,107.42279344390292,44.639180519,0.819192996,0.013727353,6,34,torch_example.ResNet34,0b0945eaaffa55bf57f050b3e18559ee,0b0945eaaffa55bf57f050b3e18559ee,0b0945eaaffa55bf57f050b3e18559ee
ResNet18,mnist,FSQ,Deep,0.983,0.07,1.0,14.684433163189896,,6.333237311,0.006271157,0,18,torch_example.ResNet18,0b0d44251562ef1ff9943180cd495a82,0b0d44251562ef1ff9943180cd495a82,0b0d44251562ef1ff9943180cd495a82
ResNet18,mnist,Conf,PGD,0.4093333333333333,0.09,0.0,95.69551277851626,,0.95093278,0.012128296,0,18,torch_example.ResNet18,0b1cf813ee21136a53185cb4deb1091f,0b1cf813ee21136a53185cb4deb1091f,0b1cf813ee21136a53185cb4deb1091f
ResNet18,mnist,FSQ,PGD,0.4190833333333333,0.06,1.0,145.27504462099813,,0.647048502,0.011037853,0,18,torch_example.ResNet18,0b1f90c527b65ef045c7e0b7dbfbbe23,0b1f90c527b65ef045c7e0b7dbfbbe23,0b1f90c527b65ef045c7e0b7dbfbbe23
ResNet18,mnist,Conf,PGD,0.97225,0.09,0.0,126.515167191573,,0.719281348,0.008165436,0,18,torch_example.ResNet18,0b2256ce4cc3c93d8273b28d8740e198,0b2256ce4cc3c93d8273b28d8740e198,0b2256ce4cc3c93d8273b28d8740e198
ResNet101,mnist,FSQ,Deep,0.9574285714285714,0.08,,12.302282440294878,379.592629309,7.478287094,0.024912685,2,101,torch_example.ResNet101,0b25b14c0e39fd2bffa7693abbdd2453,0b25b14c0e39fd2bffa7693abbdd2453,0b25b14c0e39fd2bffa7693abbdd2453
ResNet50,mnist,Gauss-in,PGD,0.0,0.11,,61.01682437191643,109.74717397,1.458614094,0.012323235,6,50,torch_example.ResNet50,0b2840a6868b676e394df0ca08254819,0b2840a6868b676e394df0ca08254819,0b2840a6868b676e394df0ca08254819
ResNet18,mnist,Conf,PGD,0.989,0.0,0.8988764044943821,158.5681647379759,,0.630643611,0.025332438,0,18,torch_example.ResNet18,0b2de8bcad418875d6c98b1567db6552,0b2de8bcad418875d6c98b1567db6552,0b2de8bcad418875d6c98b1567db6552
ResNet101,mnist,Control,FGM,0.9552857142857144,0.11,0.6194029850746269,12.692852107274694,381.948743442,7.011820452,0.020040298,8,101,torch_example.ResNet101,0b2ecb3f9baaa42cd86325dc281f08c6,0b2ecb3f9baaa42cd86325dc281f08c6,0b2ecb3f9baaa42cd86325dc281f08c6
ResNet18,mnist,FSQ,Deep,0.0,0.08,,78.40170796280061,88.181400103,1.173443824,0.025458179,7,18,torch_example.ResNet18,0b314c34dfbd76b21438c5553ba706e1,0b314c34dfbd76b21438c5553ba706e1,0b314c34dfbd76b21438c5553ba706e1
ResNet34,mnist,Control,PGD,0.0,0.13,0.1194029850746268,108.3346372818186,,0.803067257,0.007624958,7,34,torch_example.ResNet34,0b3289cbc0c47710f70335ed5e2bfd31,0b3289cbc0c47710f70335ed5e2bfd31,0b3289cbc0c47710f70335ed5e2bfd31
ResNet18,mnist,FSQ,Deep,0.9889166666666668,0.09,0.4666666666666667,67.6423209708498,,1.345311614,0.009295854,0,18,torch_example.ResNet18,0b3618450c5f5bb3b29f93201a13c586,0b3618450c5f5bb3b29f93201a13c586,0b3618450c5f5bb3b29f93201a13c586
ResNet152,mnist,Gauss-out,Thresh,0.6872142857142857,0.1,,17.337125295251365,235.326748243,5.191172035,0.043923576,0,152,torch_example.ResNet152,0b39a0b87253e766f2b7ec1e0cc95d92,0b39a0b87253e766f2b7ec1e0cc95d92,0b39a0b87253e766f2b7ec1e0cc95d92
ResNet18,mnist,Gauss-in,PGD,0.98125,0.14,0.2929292929292929,61.59092572469097,,1.396309586,0.014390046,0,18,torch_example.ResNet18,0b3d2b3d1df46bbd98b772fb8d045f1e,0b3d2b3d1df46bbd98b772fb8d045f1e,0b3d2b3d1df46bbd98b772fb8d045f1e
ResNet34,mnist,Conf,PGD,0.2739285714285714,0.08,,107.78865369719686,46.069135132,0.853522118,0.007952626,6,34,torch_example.ResNet34,0b40a317abc75846f1dbfc1db530d534,0b40a317abc75846f1dbfc1db530d534,0b40a317abc75846f1dbfc1db530d534
ResNet18,mnist,Gauss-in,FGM,0.9834166666666668,0.04,0.2929292929292929,54.66967445168431,,1.756000945,0.010971333,0,18,torch_example.ResNet18,0b40f211d36c8b5a1f6a3123df315ad6,0b40f211d36c8b5a1f6a3123df315ad6,0b40f211d36c8b5a1f6a3123df315ad6
ResNet34,mnist,Conf,FGM,0.9682142857142856,0.11,,107.67896638935966,70.729096144,0.826530965,0.007644621,0,34,torch_example.ResNet34,0b478758474880509cc51b6bc8b20b8f,0b478758474880509cc51b6bc8b20b8f,0b478758474880509cc51b6bc8b20b8f
ResNet18,mnist,FSQ,Deep,0.9701666666666666,0.11,0.4666666666666667,82.81386059567299,,1.074699324,0.025021401,0,18,torch_example.ResNet18,0b48dd374040c327b61a4c5a5eccc047,0b48dd374040c327b61a4c5a5eccc047,0b48dd374040c327b61a4c5a5eccc047
ResNet18,mnist,Gauss-in,Deep,0.4744166666666666,0.15,0.0,62.86863811818574,,1.35202547,0.016328837,0,18,torch_example.ResNet18,0b4ababa40b37f0fb41a2ea7ea1b704d,0b4ababa40b37f0fb41a2ea7ea1b704d,0b4ababa40b37f0fb41a2ea7ea1b704d
ResNet34,mnist,Control,Pixel,0.0,0.07,0.1194029850746268,27.341405660507444,274.837360865,3.401434482,0.0078048,8,34,torch_example.ResNet34,0b4e89d338f8f37045e1b9b200ed15e5,0b4e89d338f8f37045e1b9b200ed15e5,0b4e89d338f8f37045e1b9b200ed15e5
ResNet18,mnist,Control,PGD,0.8991666666666667,0.05,0.0,99.74892083637526,,0.952391256,0.022551686,0,18,torch_example.ResNet18,0b4eb55481579985c16536fb0cdfb089,0b4eb55481579985c16536fb0cdfb089,0b4eb55481579985c16536fb0cdfb089
ResNet34,mnist,Conf,HSJ,0.0986428571428571,0.13,,104.8829896073037,70.035005029,0.829495806,0.007615388,3,34,torch_example.ResNet34,0b4f94b9524ca9d044be3c568c350f7e,0b4f94b9524ca9d044be3c568c350f7e,0b4f94b9524ca9d044be3c568c350f7e
ResNet18,mnist,FSQ,FGM,0.0994166666666666,0.04,0.0,45.34161387831458,,2.117260322,0.011331309,0,18,torch_example.ResNet18,0b5032e5b74377d84069643297878b01,0b5032e5b74377d84069643297878b01,0b5032e5b74377d84069643297878b01
ResNet18,mnist,FSQ,HSJ,0.9910833333333332,0.13,0.4666666666666667,124.43288995272496,,0.69917206,0.012923854,0,18,torch_example.ResNet18,0b517250e178a1b397c22a1bac308664,0b517250e178a1b397c22a1bac308664,0b517250e178a1b397c22a1bac308664
ResNet50,mnist,Gauss-out,PGD,0.0,0.14,,48.93821316765354,,1.757317941,0.014603942,0,50,torch_example.ResNet50,0b54873c74f91aab60477738a8494476,0b54873c74f91aab60477738a8494476,0b54873c74f91aab60477738a8494476
ResNet18,mnist,Gauss-out,PGD,0.8951666666666667,0.07,0.2929292929292929,87.46326245554751,,1.063303579,0.026066893,0,18,torch_example.ResNet18,0b54a7540108e639e5690a2b2a8f44d3,0b54a7540108e639e5690a2b2a8f44d3,0b54a7540108e639e5690a2b2a8f44d3
ResNet18,mnist,Gauss-in,FGM,0.82525,0.15,1.0,43.56282455665633,278.296595197,1.951204975,0.011271715,0,18,torch_example.ResNet18,0b56cfd4550b1a031b5434d5585c25f1,0b56cfd4550b1a031b5434d5585c25f1,0b56cfd4550b1a031b5434d5585c25f1
ResNet18,mnist,FSQ,HSJ,0.96325,0.1,0.0666666666666666,52.50990462387395,,1.713962359,0.007332654,0,18,torch_example.ResNet18,0b57d41259c90dd802220112496c1dfc,0b57d41259c90dd802220112496c1dfc,0b57d41259c90dd802220112496c1dfc
ResNet34,mnist,Conf,Deep,0.0,0.14,,103.5603406908821,69.646689566,0.83043373,0.007617141,2,34,torch_example.ResNet34,0b5b6b931a5d56556149b9f200bbf08f,0b5b6b931a5d56556149b9f200bbf08f,0b5b6b931a5d56556149b9f200bbf08f
ResNet34,mnist,Gauss-in,Pixel,0.0,0.06,,115.94358390945156,,0.810739127,0.007699787,9,34,torch_example.ResNet34,0b5e102daf86d5b268bd98c169ffefb1,0b5e102daf86d5b268bd98c169ffefb1,0b5e102daf86d5b268bd98c169ffefb1
ResNet18,mnist,Conf,FGM,0.9855833333333334,0.0,0.8988764044943821,144.58731620000722,,0.691623599,0.00808431,0,18,torch_example.ResNet18,0b5e7da436a406a802f298d489e73d77,0b5e7da436a406a802f298d489e73d77,0b5e7da436a406a802f298d489e73d77
ResNet18,mnist,Gauss-in,PGD,0.9893333333333332,0.15,0.0,30.235504526167343,253.84580168,2.811264483,0.01463109,0,18,torch_example.ResNet18,0b66b6391514c6de3b5fd79faa1c005c,0b66b6391514c6de3b5fd79faa1c005c,0b66b6391514c6de3b5fd79faa1c005c
ResNet101,mnist,Conf,FGM,0.9083571428571428,0.03,,9.813171903447865,499.087446023,9.884673473,0.02009525,3,101,torch_example.ResNet101,0b67c771aaadcea7ff5bf401c81d6691,0b67c771aaadcea7ff5bf401c81d6691,0b67c771aaadcea7ff5bf401c81d6691
ResNet18,mnist,Conf,PGD,0.971,0.0,1.0,84.75174388663044,,1.179916724,0.011134893,0,18,torch_example.ResNet18,0b67dcce94e5a4cd21ed7efd15607b73,0b67dcce94e5a4cd21ed7efd15607b73,0b67dcce94e5a4cd21ed7efd15607b73
ResNet18,mnist,FSQ,PGD,0.9896666666666668,0.07,0.2,68.90292186211214,,1.349725055,0.013511376,0,18,torch_example.ResNet18,0b6d4f7b2894b0a2afc9b7b1679f74a2,0b6d4f7b2894b0a2afc9b7b1679f74a2,0b6d4f7b2894b0a2afc9b7b1679f74a2
ResNet18,mnist,Gauss-in,Deep,0.9908333333333332,0.05,0.0,49.73767288504889,,1.910021006,0.016799127,0,18,torch_example.ResNet18,0b6f604218229f41925a65f20d2212ce,0b6f604218229f41925a65f20d2212ce,0b6f604218229f41925a65f20d2212ce
ResNet18,mnist,Gauss-in,PGD,0.9745,0.05,0.0,52.98001984978423,,1.793128811,0.020314856,0,18,torch_example.ResNet18,0b701ecec4310380c880ad26328cea5e,0b701ecec4310380c880ad26328cea5e,0b701ecec4310380c880ad26328cea5e
ResNet18,mnist,Gauss-out,Deep,0.9805833333333334,0.1,1.0,114.71250554936086,,0.784570083,0.020766305,0,18,torch_example.ResNet18,0b7362b892daf0bfbb26664322c2efbd,0b7362b892daf0bfbb26664322c2efbd,0b7362b892daf0bfbb26664322c2efbd
ResNet18,mnist,FSQ,Deep,0.98875,0.09,0.2,26.2596871026233,,3.465387826,0.010711028,0,18,torch_example.ResNet18,0b7365ace608040130f24dcf0f64fe81,0b7365ace608040130f24dcf0f64fe81,0b7365ace608040130f24dcf0f64fe81
ResNet18,mnist,Gauss-out,FGM,0.9836666666666668,0.13,0.494949494949495,47.09567816797838,,1.847303264,0.011053247,0,18,torch_example.ResNet18,0b742b001a91f7810734edbc8cdcf92d,0b742b001a91f7810734edbc8cdcf92d,0b742b001a91f7810734edbc8cdcf92d
ResNet18,mnist,Gauss-in,FGM,0.966,0.09,0.2929292929292929,46.78974738510008,85.434475863,1.944870513,0.011210934,0,18,torch_example.ResNet18,0b75351117590dd7aeb6df6ebe5dcc86,0b75351117590dd7aeb6df6ebe5dcc86,0b75351117590dd7aeb6df6ebe5dcc86
ResNet34,mnist,Conf,Pixel,,,,,205.405936664,3.150493374,,7,34,torch_example.ResNet34,0b7702889367c7c557aa1eedcc89fa90,0b7702889367c7c557aa1eedcc89fa90,0b7702889367c7c557aa1eedcc89fa90
ResNet34,mnist,Control,Pixel,0.0,0.08,0.1194029850746268,10.279249125289196,,8.950070076,0.007750292,0,34,torch_example.ResNet34,0b794460ee1c8ce0d307b51ccdfb3eaa,0b794460ee1c8ce0d307b51ccdfb3eaa,0b794460ee1c8ce0d307b51ccdfb3eaa
ResNet18,mnist,Gauss-out,Deep,0.9835833333333334,0.05,0.0,47.828086010725215,,1.986280613,0.024944811,0,18,torch_example.ResNet18,0b79ff909fc4ed0d5ba0081e8955ae60,0b79ff909fc4ed0d5ba0081e8955ae60,0b79ff909fc4ed0d5ba0081e8955ae60
ResNet101,mnist,Conf,Pixel,,,,,,,,2,101,torch_example.ResNet101,0b7a4c849567665f35c1c3bde004f171,0b7a4c849567665f35c1c3bde004f171,0b7a4c849567665f35c1c3bde004f171
ResNet18,mnist,FSQ,PGD,0.0975,0.07,0.0,73.06484585676812,,1.272841938,0.005985383,0,18,torch_example.ResNet18,0b7ba29106bdf6dfea0c211ba9e1f9ff,0b7ba29106bdf6dfea0c211ba9e1f9ff,0b7ba29106bdf6dfea0c211ba9e1f9ff
ResNet18,mnist,Control,PGD,0.9911666666666666,0.12,0.0,79.88438463731343,,1.101592012,0.008139306,0,18,torch_example.ResNet18,0b7c507a0dc95cb0c4eefe3f94e5de8b,0b7c507a0dc95cb0c4eefe3f94e5de8b,0b7c507a0dc95cb0c4eefe3f94e5de8b
ResNet18,mnist,Control,FGM,0.9213571428571428,0.1,0.0,36.8158675459727,161.657442751,2.444598104,0.009012284,2,18,torch_example.ResNet18,0b81f911aa515696fd0ef45e9e95bfb6,0b81f911aa515696fd0ef45e9e95bfb6,0b81f911aa515696fd0ef45e9e95bfb6
ResNet18,mnist,Control,HSJ,0.97025,0.13,0.0,138.5121050059058,,0.628103948,0.009518592,0,18,torch_example.ResNet18,0b86f6f2a26d3019f6b47444d8ec156e,0b86f6f2a26d3019f6b47444d8ec156e,0b86f6f2a26d3019f6b47444d8ec156e
ResNet34,mnist,Control,Deep,0.9845714285714284,0.1,0.1194029850746268,13.06511060378693,395.545511155,6.888575438,0.048253376,8,34,torch_example.ResNet34,0b875ffe6dbb2b51d8a8fdd0025c9272,0b875ffe6dbb2b51d8a8fdd0025c9272,0b875ffe6dbb2b51d8a8fdd0025c9272
ResNet34,mnist,FSQ,Pixel,0.992,0.14,,97.26147800401252,,0.884214406,0.008668885,0,34,torch_example.ResNet34,0b886f6348a1c0089ba0ebef8531b977,0b886f6348a1c0089ba0ebef8531b977,0b886f6348a1c0089ba0ebef8531b977
ResNet18,mnist,Gauss-in,FGM,0.6334166666666666,0.12,1.0,50.18518206719841,,1.753505644,0.011454107,0,18,torch_example.ResNet18,0b8fe2e2ef21b0f820508cb3d9ead87c,0b8fe2e2ef21b0f820508cb3d9ead87c,0b8fe2e2ef21b0f820508cb3d9ead87c
ResNet34,mnist,Gauss-out,FGM,0.9675714285714284,0.11,,71.671583365471,,1.241775273,0.011181041,3,34,torch_example.ResNet34,0b92158460e08e82fc79651cb8085582,0b92158460e08e82fc79651cb8085582,0b92158460e08e82fc79651cb8085582
ResNet50,mnist,Gauss-out,Deep,0.0,0.09,,51.39385494248903,,1.770639702,0.014677233,8,50,torch_example.ResNet50,0b9230620957f78e5d4a9e32f203d8b0,0b9230620957f78e5d4a9e32f203d8b0,0b9230620957f78e5d4a9e32f203d8b0
ResNet18,mnist,Gauss-in,Deep,0.8238333333333333,0.07,1.0,42.14241184418847,,2.206802979,0.018586336,0,18,torch_example.ResNet18,0b92557916f97db03c4e27430eb9ed60,0b92557916f97db03c4e27430eb9ed60,0b92557916f97db03c4e27430eb9ed60
ResNet152,mnist,Control,Pixel,,,1.0,,,,,7,152,torch_example.ResNet152,0b93838b0c148353482cda17bf2d6910,0b93838b0c148353482cda17bf2d6910,0b93838b0c148353482cda17bf2d6910
ResNet18,mnist,Control,PGD,0.9844166666666668,0.14,0.0,74.03789766503823,,1.161567288,0.008692816,0,18,torch_example.ResNet18,0b99b9240f1e0f241728b46a559db9a4,0b99b9240f1e0f241728b46a559db9a4,0b99b9240f1e0f241728b46a559db9a4
ResNet50,mnist,Control,Pixel,0.0,0.06,0.2388059701492537,28.239071124158343,,3.328721387,0.014108976,8,50,torch_example.ResNet50,0b99ff57c0d2a324c4e7f4f5387f3a41,0b99ff57c0d2a324c4e7f4f5387f3a41,0b99ff57c0d2a324c4e7f4f5387f3a41
ResNet18,mnist,FSQ,PGD,0.99125,0.12,1.0,67.87207209618306,,1.29655685,0.019394344,0,18,torch_example.ResNet18,0b9b009856bd9c2f88c4a9c696c8cce5,0b9b009856bd9c2f88c4a9c696c8cce5,0b9b009856bd9c2f88c4a9c696c8cce5
ResNet18,mnist,Conf,Deep,0.989,0.0,0.8988764044943821,116.83169482372432,,0.855932118,0.023920364,0,18,torch_example.ResNet18,0b9c3767fbe078e12244995513044635,0b9c3767fbe078e12244995513044635,0b9c3767fbe078e12244995513044635
ResNet18,mnist,Gauss-in,Deep,0.8820833333333333,0.08,0.0909090909090909,45.54356070396951,,2.020044076,0.022647229,0,18,torch_example.ResNet18,0b9d81eec69ed504b930edc9b811e73e,0b9d81eec69ed504b930edc9b811e73e,0b9d81eec69ed504b930edc9b811e73e
ResNet18,mnist,Gauss-in,FGM,0.9585833333333332,0.15,0.494949494949495,36.7582699576325,247.866706746,2.312404803,0.018383651,0,18,torch_example.ResNet18,0b9e02bd87d8a667dfd7758be151987e,0b9e02bd87d8a667dfd7758be151987e,0b9e02bd87d8a667dfd7758be151987e
ResNet152,mnist,Control,HSJ,0.6469285714285714,0.07,1.0,6.405999304919594,713.812530636,14.517641288,0.028667634,9,152,torch_example.ResNet152,0ba492823dded3f44fdffa82eda48c79,0ba492823dded3f44fdffa82eda48c79,0ba492823dded3f44fdffa82eda48c79
ResNet101,mnist,FSQ,PGD,0.9737857142857144,0.09,,36.01775399320457,109.474777809,2.526531777,0.02274473,1,101,torch_example.ResNet101,0ba52507cd2cd15e6fafb40b6139a8ce,0ba52507cd2cd15e6fafb40b6139a8ce,0ba52507cd2cd15e6fafb40b6139a8ce
ResNet152,mnist,Conf,FGM,0.1951428571428571,0.13,,6.343437410800448,711.257449205,13.714961521,0.053333059,5,152,torch_example.ResNet152,0ba65ec680042560da0f9da36330c442,0ba65ec680042560da0f9da36330c442,0ba65ec680042560da0f9da36330c442
ResNet34,mnist,Conf,Pixel,0.0,0.09,,112.20753200802156,,0.810997251,0.00760411,2,34,torch_example.ResNet34,0ba683f743518b10e4b79c2ce131bc0d,0ba683f743518b10e4b79c2ce131bc0d,0ba683f743518b10e4b79c2ce131bc0d
ResNet34,mnist,Conf,Deep,0.0,0.08,,43.88133948733188,,2.096563165,0.008515771,8,34,torch_example.ResNet34,0baa5918c9309bba72958fd42269b8a5,0baa5918c9309bba72958fd42269b8a5,0baa5918c9309bba72958fd42269b8a5
ResNet18,mnist,FSQ,PGD,0.966,0.12,0.0666666666666666,63.559540611632826,,1.384528572,0.018110576,0,18,torch_example.ResNet18,0babf2b551e566382d1d57a1ed277a3d,0babf2b551e566382d1d57a1ed277a3d,0babf2b551e566382d1d57a1ed277a3d
ResNet152,mnist,Conf,PGD,,,,,,,,5,152,torch_example.ResNet152,0bb22f33660a524927bc90702a4ea05b,0bb22f33660a524927bc90702a4ea05b,0bb22f33660a524927bc90702a4ea05b
ResNet18,mnist,Gauss-out,PGD,0.97075,0.13,0.0909090909090909,59.433018593874,,1.463832766,0.013271271,0,18,torch_example.ResNet18,0bb2804512a5e2fce79c8de181b1987d,0bb2804512a5e2fce79c8de181b1987d,0bb2804512a5e2fce79c8de181b1987d
ResNet18,mnist,Control,PGD,0.8991666666666667,0.07,0.0,84.66262338308557,,1.098477655,0.005541234,0,18,torch_example.ResNet18,0bbb60032376f24c9383c27e28727cf3,0bbb60032376f24c9383c27e28727cf3,0bbb60032376f24c9383c27e28727cf3
ResNet18,mnist,Conf,Deep,0.9905833333333334,0.0,0.8988764044943821,172.6690217339879,,0.57914268,0.010171184,0,18,torch_example.ResNet18,0bbbaa30fc94589eb8d01a0eb59e53e1,0bbbaa30fc94589eb8d01a0eb59e53e1,0bbbaa30fc94589eb8d01a0eb59e53e1
